,Movie_Number,Movie_Name,Year_of_Release,IMDB_Rating,Number_of_Votes,Genres,rating,year,id,imdbid,noun_count_male,noun_count_female,verb_count_male,verb_count_female,adjective_count_male,adjective_count_female
148,m254,badlands,1973,7.9,16753,"['crime', 'drama', 'romance', 'thriller']",0,1973,269,69762.0,2.07142857143,2.44339622642,2.18367346939,2.69811320755,0.530612244898,0.650943396226
149,m256,barton fink,1991,7.8,33119,"['drama', 'mystery', 'thriller']",1,1991,2315,101410.0,2.19815668203,2.25,2.35253456221,2.30263157895,0.569124423963,0.355263157895
150,m257,basic instinct,1992,6.9,57615,"['mystery', 'romance', 'thriller']",1,1992,4940,103772.0,2.47058823529,2.67391304348,2.64215686275,2.6847826087,0.730392156863,0.652173913043
151,m258,basquiat,1996,6.7,8016,"['biography', 'drama']",2,1996,6074,115632.0,2.06617647059,2.5,2.29901960784,2.33333333333,0.544117647059,0.666666666667
152,m259,batman returns,1992,6.9,79770,"['action', 'crime', 'fantasy', 'thriller', 'animation', 'crime', 'fantasy', 'action', 'thriller']",0,1992,1025,103776.0,2.04,2.5,2.484,2.5,0.532,0.625
153,m261,batman forever,1995,5.4,77223,"['action', 'crime', 'fantasy', 'thriller']",1,1995,1024,112462.0,2.56574923547,2.18181818182,2.64831804281,2.90909090909,0.669724770642,0.363636363636
154,m262,batman,1989,7.6,112731,"['crime', 'drama', 'thriller', 'action', 'adventure', 'crime']",1,1989,1023,96895.0,2.68707482993,2.16666666667,2.8537414966,2.45833333333,0.707482993197,0.416666666667
155,m264,beavis and butt-head do america,1996,6.6,23149,"['animation', 'adventure', 'comedy', 'crime']",1,1996,5493,115641.0,2.27739726027,0.0,2.47945205479,0.0,0.63698630137,0.0
156,m265,beetle juice,1988,7.3,62164,"['comedy', 'fantasy']",3,1988,647,94721.0,2.33604336043,2.30128205128,2.34959349593,2.44230769231,0.569105691057,0.602564102564
157,m266,being there,1979,8.0,25085,"['drama', 'comedy']",2,1979,1699,78841.0,2.25673758865,2.71428571429,2.49078014184,3.19047619048,0.587234042553,0.880952380952
158,m267,being john malkovich,1999,7.9,115008,"['comedy', 'drama', 'fantasy', 'romance']",3,1999,917,120601.0,2.11794871795,2.20833333333,2.40854700855,2.5,0.531623931624,0.708333333333
159,m268,beloved,1998/I,5.6,4014,"['drama', 'mystery']",3,1998,4400,120603.0,2.59420289855,2.32478632479,2.30434782609,2.55128205128,0.623188405797,0.619658119658
160,m271,blade ii,2002,6.6,51826,"['action', 'fantasy', 'horror', 'thriller', 'action', 'adventure', 'horror']",1,2002,2151,187738.0,2.16267942584,0.0,2.52153110048,0.0,0.540669856459,0.0
161,m272,blade,1998,7.0,65885,"['action', 'adventure', 'fantasy', 'horror', 'thriller']",1,1998,42,120611.0,2.10138248848,2.12068965517,2.35023041475,1.81034482759,0.668202764977,0.568965517241
162,m274,blood simple.,1984,7.8,28901,"['crime', 'drama', 'thriller']",1,1984,5731,86979.0,2.18987341772,2.08208955224,2.1835443038,2.55223880597,0.512658227848,0.582089552239
163,m276,blow,2001,7.4,71334,"['biography', 'crime', 'drama']",1,2001,4934,221027.0,2.06291390728,2.49425287356,2.15894039735,2.57471264368,0.534768211921,0.586206896552
164,m277,la battaglia di algeri,1966,8.2,14339,"['drama', 'history', 'war']",1,1966,658,58946.0,1.89393939394,0.0,2.17424242424,0.0,0.598484848485,0.0
165,m278,body of evidence,1993,4.1,6052,"['drama', 'romance', 'thriller']",3,1993,5243,106453.0,2.31911966988,3.66666666667,2.56533700138,4.55555555556,0.636863823934,0.666666666667
166,m281,bound,1996,7.5,23772,"['crime', 'drama', 'thriller']",3,1996,182,115736.0,2.46056782334,2.47709923664,2.62776025237,2.67175572519,0.574132492114,0.519083969466
167,m281,bound,1996,7.5,23772,"['crime', 'drama', 'thriller']",3,2015,6229,4145324.0,2.46056782334,2.47709923664,2.62776025237,2.67175572519,0.574132492114,0.519083969466
168,m283,brazil,1985,8.0,77350,"['drama', 'fantasy', 'sci-fi']",3,1985,880,88846.0,2.03598971722,2.65254237288,2.25449871465,2.83474576271,0.503856041131,0.601694915254
169,m285,broadcast news,1987,7.1,10559,"['comedy', 'drama', 'romance']",3,1987,5310,92699.0,2.589569161,2.40780141844,2.72562358277,2.24468085106,0.673469387755,0.549645390071
170,m286,a bucket of blood,1959,6.8,1892,"['comedy', 'horror']",2,1959,4065,52655.0,2.45019920319,1.77464788732,2.61354581673,2.00469483568,0.633466135458,0.43661971831
171,m287,buffy the vampire slayer,1992,5.3,16206,"['horror', 'comedy', 'action']",3,1992,748,103893.0,1.97196261682,2.28832116788,2.15887850467,2.44708029197,0.560747663551,0.560218978102
172,m289,casino,1995,8.1,111223,"['biography', 'crime', 'drama']",2,1995,2220,112641.0,2.2534992224,2.1393442623,2.43701399689,2.6762295082,0.531881804044,0.606557377049
173,m290,catwoman,2004,3.2,35065,"['action', 'crime', 'fantasy']",3,2004,1027,327554.0,2.18213058419,2.08064516129,2.25773195876,2.45161290323,0.481099656357,0.596774193548
174,m291,cellular,2004,6.5,32920,"['action', 'crime', 'thriller']",3,2004,2921,337921.0,1.95594713656,2.22016460905,2.04845814978,2.33127572016,0.515418502203,0.584362139918
175,m293,charade,1963,8.0,22815,"['comedy', 'mystery', 'romance', 'thriller']",2,1963,1984,56923.0,2.4262295082,2.66666666667,2.63817330211,1.66666666667,0.649882903981,0.8
176,m294,cherry falls,2000,4.8,5669,"['horror', 'mystery', 'thriller']",3,2000,4821,175526.0,2.29326923077,2.27969348659,2.32211538462,2.50574712644,0.509615384615,0.551724137931
177,m296,chinatown,1974,8.5,80698,"['crime', 'drama', 'mystery', 'thriller']",2,1974,2237,71315.0,2.12181818182,2.54952076677,2.42909090909,2.40255591054,0.565454545455,0.546325878594
178,m298,citizen kane,1941,8.6,140517,"['drama', 'mystery']",1,1941,1266,33467.0,2.18571428571,2.33417721519,2.15,2.5746835443,0.528571428571,0.587341772152
179,m299,clerks.,1994,8.0,90972,['comedy'],1,1994,488,109445.0,2.38873499538,2.39901477833,2.55863342567,2.48275862069,0.603878116343,0.600985221675
180,m300,cliffhanger,1993,6.2,34880,"['action', 'adventure', 'thriller']",1,1993,3369,106582.0,2.4118993135,3.21875,2.70938215103,3.71875,0.553775743707,0.9375
181,m301,a clockwork orange,1971,8.5,197372,"['crime', 'drama', 'sci-fi']",1,1971,1039,66921.0,2.39400921659,3.7,2.47004608295,3.8,0.58064516129,1.0
182,m302,collateral,2004,7.8,106866,"['crime', 'drama', 'thriller']",1,2004,2544,369339.0,2.21462264151,2.24025974026,2.48113207547,2.38961038961,0.533018867925,0.590909090909
183,m303,conspiracy theory,1997,6.5,36045,"['action', 'crime', 'mystery', 'romance', 'thriller']",2,1997,318,118883.0,2.68957345972,2.85106382979,2.80331753555,2.81914893617,0.710900473934,0.606382978723
184,m304,contact,1997,7.4,75043,"['drama', 'mystery', 'sci-fi', 'thriller']",3,1997,904,118884.0,2.14516129032,2.22009569378,2.10483870968,2.32535885167,0.370967741935,0.578947368421
185,m305,cool hand luke,1967,8.3,46514,"['crime', 'drama']",1,1967,301,61512.0,2.35379061372,2.19444444444,2.59927797834,2.13888888889,0.657039711191,0.638888888889
186,m306,copycat,1995,6.5,17335,"['crime', 'mystery', 'thriller']",3,1995,2100,112722.0,2.19047619048,2.63260340633,2.46258503401,2.61070559611,0.421768707483,0.652068126521
187,m307,crash,2004/I,8.0,174003,"['crime', 'drama']",3,1996,5551,115964.0,1.90243902439,2.34951456311,2.26829268293,2.58252427184,0.463414634146,0.533980582524
188,m307,crash,2004/I,8.0,174003,"['crime', 'drama']",3,2004,3609,375679.0,1.90243902439,2.34951456311,2.26829268293,2.58252427184,0.463414634146,0.533980582524
189,m312,cruel intentions,1999,6.7,67532,"['drama', 'romance', 'thriller']",3,1999,2617,139134.0,2.40816326531,2.45774647887,2.78571428571,2.47464788732,0.591836734694,0.616901408451
190,m315,dark city,1998,7.8,64262,"['mystery', 'sci-fi', 'thriller']",1,1998,1855,118929.0,2.08612440191,2.125,2.44976076555,3.5,0.511961722488,0.5
191,m316,dave,1993,6.8,20807,"['comedy', 'romance']",3,1993,1133,106673.0,2.67793240557,0.0,2.6421471173,0.0,0.624254473161,0.0
192,m317,day of the dead,1985,7.0,22746,"['horror', 'sci-fi']",0,1985,3802,88993.0,2.22834645669,2.075,2.35433070866,2.35,0.606299212598,0.5875
193,m317,day of the dead,1985,7.0,22746,"['horror', 'sci-fi']",3,2008,3128,489018.0,2.22834645669,2.075,2.35433070866,2.35,0.606299212598,0.5875
194,m318,dead poets society,1989,7.8,90842,['drama'],1,1989,2361,97165.0,2.32563510393,1.41379310345,2.75057736721,1.94827586207,0.637413394919,0.465517241379
195,m321,demolition man,1993,6.3,46318,"['action', 'crime', 'sci-fi']",0,1993,117,106697.0,2.46153846154,1.47058823529,2.91608391608,1.58823529412,0.646853146853,0.352941176471
196,m323,die hard,1988,8.3,185430,"['action', 'crime', 'thriller']",3,1988,619,95016.0,2.39015151515,0.0,2.62121212121,0.0,0.659090909091,0.0
197,m324,dog day afternoon,1975,8.2,61120,"['crime', 'drama']",3,1975,3799,72890.0,2.33108108108,1.79411764706,2.28716216216,3.14705882353,0.581081081081,0.647058823529
198,m325,domino,2005,5.9,32949,"['action', 'crime', 'drama', 'thriller']",3,2005,2292,421054.0,2.84,2.33098591549,2.9,2.70422535211,0.68,0.591549295775
199,m326,do the right thing,1989,7.9,27164,['drama'],2,1989,6594,97216.0,2.28475336323,2.24285714286,2.45515695067,2.62857142857,0.522421524664,0.485714285714
200,m328,dune,1984,6.5,38954,"['action', 'adventure', 'sci-fi']",3,1984,1534,87182.0,2.62337662338,2.31481481481,2.98701298701,2.38888888889,0.681818181818,0.592592592593
201,m328,dune,1984,6.5,38954,"['action', 'adventure', 'sci-fi']",3,2000,4716,142032.0,2.62337662338,2.31481481481,2.98701298701,2.38888888889,0.681818181818,0.592592592593
202,m329,ed wood,1994,8.1,75704,"['biography', 'comedy', 'drama']",3,1994,1920,109707.0,2.424,2.50340136054,2.5408,2.56462585034,0.6448,0.632653061224
203,m330,edtv,1999,6.1,21865,['comedy'],1,1999,5545,131369.0,2.41530054645,2.12820512821,2.6320582878,2.44871794872,0.642987249545,0.474358974359
204,m331,election,1999,7.4,37868,"['comedy', 'drama']",3,1999,867,126886.0,2.32634730539,2.5,2.5748502994,2.25,0.607784431138,0.75
205,m332,l.a. confidential,1997,8.4,168009,"['crime', 'drama', 'mystery', 'thriller']",1,1997,2236,119488.0,2.28614916286,0.0,2.41400304414,0.0,0.537290715373,0.0
206,m333,enemy of the state,1998,7.2,67504,"['action', 'drama', 'thriller']",1,1998,4955,120660.0,2.36511627907,2.22222222222,2.45930232558,3.44444444444,0.574418604651,1.0
207,m336,erin brockovich,2000,7.2,55641,"['biography', 'drama', 'romance']",3,2000,452,195685.0,2.00298507463,2.22613065327,2.34925373134,2.52763819095,0.629850746269,0.600502512563
208,m338,escape from the planet of the apes,1971,6.1,7754,"['sci-fi', 'thriller']",1,1971,2893,67065.0,1.65853658537,2.0,2.43902439024,2.0,0.609756097561,0.888888888889
209,m339,escape from l.a.,1996,5.3,23551,"['action', 'adventure', 'sci-fi', 'thriller']",1,1996,1428,116225.0,2.4243697479,2.36363636364,2.6974789916,1.45454545455,0.714285714286,0.272727272727
210,m343,face/off,1997,7.3,103386,"['action', 'crime', 'drama', 'sci-fi', 'thriller']",1,1997,5329,119094.0,2.08933717579,0.0,2.52449567723,0.0,0.564841498559,0.0
211,m346,fantastic voyage,1966,6.8,5231,"['adventure', 'sci-fi']",0,1966,2625,60397.0,2.14473684211,2.27551020408,2.47039473684,2.78571428571,0.532894736842,0.632653061224
212,m347,fargo,1996,8.3,168176,"['crime', 'drama', 'thriller']",2,1996,1852,116282.0,2.27833001988,2.2,2.6282306163,2.27804878049,0.580516898608,0.6
213,m348,fight club,1999,8.8,391697,"['crime', 'drama', 'mystery', 'thriller']",1,1999,210,137523.0,2.11481975968,2.86666666667,2.31642189586,3.03333333333,0.536715620828,0.533333333333
214,m349,final destination 2,2003,6.4,36312,"['horror', 'thriller']",3,2003,2821,309593.0,1.43333333333,2.29777777778,2.66666666667,2.42666666667,0.366666666667,0.546666666667
215,m350,final destination,2000,6.8,53422,"['horror', 'thriller']",1,2000,4557,195714.0,2.26618705036,0.0,2.43884892086,0.0,0.496402877698,0.0
216,m351,rambo: first blood part ii,1985,5.8,39147,"['action', 'adventure', 'thriller']",0,1985,6840,89880.0,2.37229437229,2.16,2.54978354978,2.4,0.580086580087,0.62
217,m353,five easy pieces,1970,7.5,11969,['drama'],3,1970,2984,65724.0,2.38253638254,1.74074074074,2.63825363825,1.96296296296,0.673596673597,0.37037037037
218,m355,fletch,1985,6.7,17336,"['comedy', 'crime', 'mystery']",1,1985,1832,89155.0,2.53246753247,2.03846153846,2.43434343434,3.61538461538,0.607503607504,0.576923076923
219,m359,friday the 13th part iii,1982,5.1,11718,['horror'],3,1982,4573,83972.0,2.35344827586,2.91025641026,2.08620689655,2.75641025641,0.48275862069,0.858974358974
220,m362,friday the 13th part viii: jason takes manhattan,1989,3.9,10288,['horror'],3,1989,6675,97388.0,2.12195121951,2.45714285714,2.67479674797,3.07619047619,0.593495934959,0.714285714286
221,m365,gattaca,1997,7.8,72063,"['drama', 'romance', 'sci-fi', 'thriller']",1,1997,77,119177.0,2.39603960396,1.8961038961,2.67326732673,2.07792207792,0.587458745875,0.402597402597
222,m367,get carter,2000,4.8,14319,"['action', 'crime', 'drama', 'thriller']",1,1971,7518,67128.0,2.31578947368,2.71153846154,2.38277511962,3.44230769231,0.564593301435,0.923076923077
223,m368,glengarry glen ross,1992,7.9,32882,['drama'],0,1992,450,104348.0,2.14639397201,0.0,2.46393972013,0.0,0.579117330463,0.0
224,m371,gone in sixty seconds,2000,6.0,74474,"['action', 'crime', 'thriller']",1,2000,2917,187078.0,2.26113671275,0.0,2.55145929339,0.0,0.568356374808,0.0
225,m372,goodfellas,1990,8.8,234582,"['crime', 'drama', 'thriller']",3,1990,2211,99685.0,2.04119850187,2.46153846154,2.2734082397,3.26923076923,0.524344569288,1.03846153846
226,m373,good will hunting,1997,8.1,154419,['drama'],0,1997,623,119217.0,2.23511904762,2.52657004831,2.39285714286,2.56038647343,0.547619047619,0.632850241546
227,m375,grosse pointe blank,1997,7.4,41877,"['comedy', 'crime', 'romance', 'thriller']",3,1997,1000,119229.0,2.43548387097,1.94117647059,2.75806451613,2.45454545455,0.713709677419,0.524064171123
228,m377,hackers,1995,5.8,27009,"['action', 'crime', 'drama', 'thriller']",2,1995,97,113243.0,2.08,2.66896551724,2.61090909091,2.42068965517,0.621818181818,0.648275862069
229,m379,halloween,1978,7.9,64690,"['horror', 'thriller']",3,1978,2815,77651.0,2.06578947368,2.38683127572,2.25,2.53086419753,0.565789473684,0.711934156379
230,m379,halloween,1978,7.9,64690,"['horror', 'thriller']",3,2007,3655,373883.0,2.06578947368,2.38683127572,2.25,2.53086419753,0.565789473684,0.711934156379
231,m379,halloween,1978,7.9,64690,"['horror', 'thriller']",3,2018,8452,1502407.0,2.06578947368,2.38683127572,2.25,2.53086419753,0.565789473684,0.711934156379
232,m380,hannah and her sisters,1986,7.9,21088,"['comedy', 'drama', 'romance']",3,1986,1017,91167.0,2.43273542601,2.48895899054,2.60538116592,2.69716088328,0.567264573991,0.6261829653
233,m381,hannibal,2001,6.4,75788,"['crime', 'thriller']",3,2001,4210,212985.0,2.47358490566,1.83211678832,2.58679245283,2.07299270073,0.639622641509,0.452554744526
234,m381,hannibal,2001,6.4,75788,"['crime', 'thriller']",3,2012,4190,2243973.0,2.47358490566,1.83211678832,2.58679245283,2.07299270073,0.639622641509,0.452554744526
235,m383,heathers,1989,7.3,25236,"['comedy', 'crime']",3,1988,859,97493.0,2.48550724638,2.21476510067,2.71739130435,2.35570469799,0.532608695652,0.624161073826
236,m384,heavenly creatures,1994,7.6,27211,"['crime', 'drama', 'fantasy', 'thriller']",3,1994,567,110005.0,3.60975609756,2.3313253012,2.87804878049,2.28313253012,0.829268292683,0.518072289157
237,m386,hero,1992/I,6.3,10573,"['comedy', 'drama']",1,1992,4999,104412.0,2.6976744186,2.15555555556,2.81976744186,2.86666666667,0.622093023256,0.777777777778
238,m391,house on haunted hill,1999,5.3,23127,"['horror', 'mystery', 'thriller']",3,1959,4373,51744.0,2.20365535248,2.95698924731,2.42558746736,2.89247311828,0.566579634465,0.903225806452
239,m393,hellraiser iii: hell on earth,1992,5.1,7716,['horror'],3,1992,6397,104409.0,1.8679245283,2.01459854015,2.41509433962,2.45255474453,0.61320754717,0.489051094891
240,m394,hudson hawk,1991,5.4,22116,"['action', 'adventure', 'comedy', 'action', 'adventure', 'comedy', 'crime']",3,1991,3544,102070.0,2.35546875,2.05223880597,2.390625,2.57462686567,0.578125,0.537313432836
241,m396,i walked with a zombie,1943,7.3,3420,['horror'],3,1943,1955,36027.0,2.65909090909,2.33992094862,2.56818181818,2.37549407115,0.886363636364,0.577075098814
242,m398,insomnia,2002/I,7.3,69635,"['crime', 'drama', 'mystery', 'thriller']",1,2002,121,278504.0,2.46153846154,1.90070921986,2.62937062937,2.05673758865,0.671328671329,0.503546099291
243,m400,i still know what you did last summer,1998,4.1,23543,"['horror', 'mystery', 'thriller']",3,1998,5844,130018.0,1.6625,1.9222614841,2.0,2.27208480565,0.45,0.505300353357
244,m401,isle of the dead,1945,6.6,1405,"['drama', 'horror', 'mystery', 'thriller']",3,1945,2004,37820.0,2.01086956522,1.89108910891,2.3152173913,2.36633663366,0.505434782609,0.485148514851
245,m403,jaws 2,1978,5.6,18995,['thriller'],2,1978,7223,77766.0,2.51103565365,2.5873015873,2.61969439728,2.39682539683,0.665534804754,0.650793650794
246,m404,jaws 3-d,1983,3.3,12839,['thriller'],3,1983,7243,85750.0,2.26582278481,2.41131105398,2.70253164557,2.36503856041,0.493670886076,0.511568123393
247,m405,jaws: the revenge,1987,2.6,15727,['thriller'],3,1987,6920,93300.0,2.28873239437,2.33815028902,2.61971830986,2.61271676301,0.665492957746,0.537572254335
248,m408,jerry maguire,1996,7.3,79706,"['comedy', 'drama', 'romance', 'sport']",2,1996,8008,116695.0,2.29692832765,2.00714285714,2.46757679181,2.13571428571,0.515358361775,0.510714285714
249,m409,jurassic park iii,2001,5.7,62564,"['action', 'adventure', 'sci-fi', 'thriller']",2,2001,6333,163025.0,2.21582733813,1.94557823129,2.34532374101,2.06802721088,0.525179856115,0.489795918367
250,m411,jurassic park,1993,7.9,153737,"['action', 'adventure', 'family', 'sci-fi', 'action', 'adventure', 'fantasy', 'sci-fi']",3,1993,109,107290.0,2.22292993631,2.16,2.42038216561,2.12888888889,0.5,0.475555555556
251,m412,freddy vs. jason,2003,5.8,39850,"['horror', 'thriller']",3,2003,8242,329101.0,3.07692307692,2.40601503759,2.46153846154,2.63909774436,0.538461538462,0.496240601504
252,m414,king kong,2005,7.6,134187,"['adventure', 'drama', 'romance']",0,1933,2229,24216.0,2.46153846154,2.29487179487,2.83076923077,2.34615384615,0.861538461538,0.679487179487
253,m414,king kong,2005,7.6,134187,"['adventure', 'drama', 'romance']",0,2005,706,360717.0,2.46153846154,2.29487179487,2.83076923077,2.34615384615,0.861538461538,0.679487179487
254,m415,klute,1971,7.2,6901,"['mystery', 'romance', 'thriller']",3,1971,6804,67309.0,1.96062992126,2.34328358209,2.30708661417,2.55820895522,0.433070866142,0.585074626866
255,m416,kramer vs. kramer,1979,7.7,25836,['drama'],1,1979,7645,79417.0,2.30097087379,2.4748603352,2.45145631068,2.54189944134,0.587378640777,0.692737430168
256,m421,leviathan,1989,5.3,4751,"['adventure', 'horror', 'mystery', 'sci-fi', 'thriller']",3,1989,3932,97737.0,2.42042042042,0.0,2.58258258258,0.0,0.567567567568,0.0
257,m421,leviathan,1989,5.3,4751,"['adventure', 'horror', 'mystery', 'sci-fi', 'thriller']",3,2014,5978,2802154.0,2.42042042042,0.0,2.58258258258,0.0,0.567567567568,0.0
258,m422,"lock, stock and two smoking barrels",1998,8.2,129117,"['crime', 'thriller']",1,1998,1668,120735.0,2.1961852861,2.76086956522,2.3378746594,2.32608695652,0.547683923706,0.434782608696
259,m423,lone star,1996,7.6,14666,"['drama', 'mystery', 'romance', 'western']",2,1996,5295,116905.0,2.15761821366,2.00638977636,2.50262697023,2.23642172524,0.583187390543,0.476038338658
260,m425,lost in translation,2003,7.9,132645,"['drama', 'romance']",3,2003,1041,335266.0,2.18819188192,2.47368421053,2.50922509225,2.66666666667,0.553505535055,0.666666666667
261,m428,magnolia,1999,8.0,123476,['drama'],1,1999,2346,175880.0,2.43564356436,2.35294117647,2.50618811881,2.48692810458,0.618811881188,0.598039215686
262,m431,manhunter,1986,7.2,21649,"['crime', 'thriller']",1,1986,6298,91474.0,2.08049535604,2.71428571429,2.32043343653,3.5,0.506191950464,0.535714285714
263,m432,man on the moon,1999,7.4,49915,"['biography', 'comedy', 'drama']",1,1999,5305,125664.0,2.3216374269,2.15384615385,2.69883040936,2.15384615385,0.517543859649,0.615384615385
264,m435,meet joe black,1998,6.9,56839,"['drama', 'fantasy', 'mystery', 'romance']",1,1998,7646,119643.0,2.35062006764,2.43961352657,2.43179255919,2.59420289855,0.576099210823,0.608695652174
265,m436,memento,2000,8.7,281027,"['crime', 'drama', 'mystery', 'thriller']",1,2000,52,209144.0,2.42477876106,0.0,2.65265486726,0.0,0.601769911504,0.0
266,m438,midnight cowboy,1969,8.0,34405,['drama'],1,1969,3406,64665.0,1.99183673469,2.0,1.95102040816,2.0,0.448979591837,0.666666666667
267,m439,midnight express,1978,7.6,24103,"['biography', 'crime', 'drama', 'thriller']",0,1978,3419,77928.0,2.33333333333,1.88679245283,2.52380952381,2.77358490566,0.561904761905,0.584905660377
268,m441,misery,1990,7.8,41563,['thriller'],1,1990,459,100157.0,2.38383838384,2.47474747475,2.52525252525,2.32323232323,0.626262626263,0.703703703704
269,m442,mission: impossible ii,2000,5.7,86452,"['action', 'adventure', 'thriller']",0,2000,5605,120755.0,2.29438202247,2.63636363636,2.7595505618,2.18181818182,0.61797752809,0.636363636364
270,m443,mission: impossible,1996,6.9,87677,"['action', 'adventure', 'thriller']",1,1996,445,117060.0,2.38988095238,1.8640776699,2.5744047619,2.12621359223,0.550595238095,0.621359223301
271,m444,moonstruck,1987,7.1,15879,"['comedy', 'romance', 'drama']",3,1987,2744,93565.0,2.20075757576,2.3144963145,2.54166666667,2.46191646192,0.590909090909,0.63144963145
272,m445,monty python and the holy grail,1975,8.4,157683,"['adventure', 'comedy']",2,1975,1839,71853.0,2.20675105485,1.32258064516,2.45991561181,1.77419354839,0.575949367089,0.129032258065
273,m448,mulholland dr.,2001,8.0,105859,"['drama', 'mystery', 'thriller']",3,2001,568,166924.0,2.54,2.16582914573,2.68666666667,2.2864321608,0.66,0.472361809045
274,m451,my girl,1991,6.4,17967,"['comedy', 'drama', 'family', 'romance']",3,1991,5265,102492.0,2.24852071006,1.92307692308,2.47731755424,2.58741258741,0.546351084813,0.538461538462
275,m453,nashville,1975,7.7,9315,"['drama', 'music']",3,1975,4517,73440.0,2.50909090909,2.28235294118,2.60363636364,2.49411764706,0.585454545455,0.694117647059
276,m454,natural born killers,1994,7.1,73047,"['action', 'crime', 'drama', 'romance', 'thriller']",3,1994,5459,110632.0,2.33021806854,2.92307692308,2.50778816199,3.32967032967,0.489096573209,0.648351648352
277,m458,never been kissed,1999,5.7,27409,"['comedy', 'drama', 'romance']",3,1999,3269,151738.0,2.265625,2.15088757396,2.53125,2.34615384615,0.5859375,0.51775147929
278,m461,a nightmare on elm street 3: dream warriors,1987,6.3,17734,"['fantasy', 'horror', 'thriller']",3,1987,5767,93629.0,2.38383838384,2.23333333333,2.72727272727,2.32083333333,0.585858585859,0.575
279,m462,notting hill,1999,6.9,67217,"['comedy', 'romance']",3,1999,3495,125439.0,2.14814814815,2.60824742268,2.32592592593,2.67525773196,0.559259259259,0.634020618557
280,m465,on the waterfront,1954,8.4,42010,"['crime', 'drama', 'romance']",0,1954,1812,47296.0,2.32664756447,2.47619047619,2.50429799427,2.54578754579,0.561604584527,0.626373626374
281,m467,out of sight,1998,7.2,38595,"['comedy', 'crime', 'romance', 'thriller']",2,1998,2247,120780.0,2.30778894472,2.4387755102,2.38819095477,2.59693877551,0.541457286432,0.581632653061
282,m468,pearl harbor,2001,5.4,97519,"['action', 'drama', 'romance', 'war']",2,2001,2675,213149.0,2.2358490566,3.15833333333,2.5,3.30833333333,0.528301886792,0.825
283,m469,peggy sue got married,1986,6.3,12574,"['comedy', 'drama', 'fantasy', 'romance']",3,1986,2070,91738.0,2.1693989071,2.22727272727,2.39617486339,2.40340909091,0.595628415301,0.596590909091
284,m471,philadelphia,1993,7.6,54221,['drama'],2,1993,5919,107818.0,2.18725868726,7.10714285714,2.54054054054,4.64285714286,0.569498069498,2.39285714286
285,m472,pitch black,2000,7.0,55982,"['action', 'sci-fi', 'thriller']",3,2000,319,134847.0,2.60483870968,2.33647798742,3.00806451613,2.54402515723,0.677419354839,0.650943396226
286,m473,planet of the apes,2001,5.5,73596,"['action', 'adventure', 'sci-fi', 'thriller', 'animation', 'action', 'adventure', 'sci-fi']",1,1968,599,63442.0,2.31971153846,0.0,2.54326923077,0.0,0.576923076923,0.0
287,m473,planet of the apes,2001,5.5,73596,"['action', 'adventure', 'sci-fi', 'thriller', 'animation', 'action', 'adventure', 'sci-fi']",3,2001,6218,133152.0,2.31971153846,0.0,2.54326923077,0.0,0.576923076923,0.0
288,m474,platoon,1986,8.2,110867,"['action', 'drama', 'war']",0,1986,3558,91763.0,2.54854368932,2.31818181818,2.83495145631,3.59090909091,0.621359223301,0.454545454545
289,m477,point break,1991,6.9,37722,"['action', 'adventure', 'crime', 'drama', 'sport', 'thriller']",0,1991,512,102685.0,2.62343096234,2.41071428571,2.89121338912,2.375,0.694560669456,0.535714285714
290,m477,point break,1991,6.9,37722,"['action', 'adventure', 'crime', 'drama', 'sport', 'thriller']",0,2015,6632,2058673.0,2.62343096234,2.41071428571,2.89121338912,2.375,0.694560669456,0.535714285714
291,m478,predator,1987,7.8,90730,"['action', 'adventure', 'sci-fi', 'thriller']",0,1987,1928,93773.0,1.75238095238,0.0,2.09523809524,0.0,0.342857142857,0.0
292,m479,pretty woman,1990,6.7,61642,"['comedy', 'romance']",3,1990,2156,100405.0,2.09205776173,2.175,2.3844765343,2.675,0.601083032491,0.4875
293,m482,psycho,1960,8.7,146915,"['drama', 'horror', 'mystery', 'thriller', 'thriller']",1,1960,2039,54215.0,2.5,2.35326086957,2.4380952381,2.32880434783,0.552380952381,0.551630434783
294,m483,maniac,1980,6.2,3382,"['drama', 'horror', 'thriller']",3,1934,4702,25465.0,1.71111111111,2.15384615385,2.15555555556,3.30769230769,0.466666666667,0.346153846154
295,m483,maniac,1980,6.2,3382,"['drama', 'horror', 'thriller']",3,1980,8402,81114.0,1.71111111111,2.15384615385,2.15555555556,3.30769230769,0.466666666667,0.346153846154
296,m484,vampyr,1932,7.6,4005,"['fantasy', 'horror']",3,1932,5910,23649.0,2.11764705882,3.0,2.58823529412,2.86666666667,0.705882352941,0.733333333333
297,m489,star wars: episode vi - return of the jedi,1983,8.3,215058,"['action', 'adventure', 'fantasy', 'sci-fi']",1,1983,671,86190.0,2.06363636364,2.41463414634,2.09545454545,2.58536585366,0.527272727273,0.512195121951
298,m491,rocky,1976,8.1,100022,"['drama', 'romance', 'sport']",1,1976,2267,75148.0,2.69369369369,2.42201834862,2.6509009009,2.53211009174,0.666666666667,0.669724770642
