,Character_Id,Character_Name,Movie_Number,Movie_Title,Gender,Position_in_Credits
1124,u1124,JANINE,m74,ghostbusters ii,f,7
1125,u1125,JANOSZ,m74,ghostbusters ii,m,8
1126,u1126,JUDGE,m74,ghostbusters ii,?,?
1127,u1127,LOUIS,m74,ghostbusters ii,m,5
1128,u1128,MILTON,m74,ghostbusters ii,?,?
1129,u1129,PROSECUTOR,m74,ghostbusters ii,?,?
1130,u1130,SHERMAN,m74,ghostbusters ii,?,?
1131,u1131,SPENGLER,m74,ghostbusters ii,?,?
1132,u1132,STANTZ,m74,ghostbusters ii,m,2
1133,u1133,VENKMAN,m74,ghostbusters ii,m,1
1134,u1134,VIGO,m74,ghostbusters ii,?,?
1135,u1135,WINSTON,m74,ghostbusters ii,m,6
1136,u1136,BRIDE,m75,ghostbusters,?,?
1137,u1137,COED,m75,ghostbusters,?,?
1138,u1138,DANA,m75,ghostbusters,F,?
1139,u1139,DEAN YAEGER,m75,ghostbusters,?,?
1140,u1140,FIRST BUM,m75,ghostbusters,?,?
1141,u1141,GROOM,m75,ghostbusters,?,?
1142,u1142,HEAD LIBRARIAN,m75,ghostbusters,?,?
1143,u1143,JANINE,m75,ghostbusters,?,?
1144,u1144,LOUIS,m75,ghostbusters,?,?
1145,u1145,MANAGER,m75,ghostbusters,?,?
1146,u1146,PECK,m75,ghostbusters,?,?
1147,u1147,SECOND BUM,m75,ghostbusters,?,?
1148,u1148,SOPHOMORE,m75,ghostbusters,?,?
1149,u1149,SPENGLER,m75,ghostbusters,M,?
1150,u1150,STANTZ,m75,ghostbusters,M,?
1151,u1151,STREET PUNK,m75,ghostbusters,?,?
1152,u1152,VENKMAN,m75,ghostbusters,M,?
1153,u1153,WINSTON,m75,ghostbusters,?,?
1154,u1154,WOMAN,m75,ghostbusters,?,?
1155,u1155,COMMODUS,m76,gladiator,m,2
1156,u1156,COS,m76,gladiator,?,?
1157,u1157,FALCO,m76,gladiator,?,?
1158,u1158,GAIUS,m76,gladiator,?,?
1159,u1159,GRACCHUS,m76,gladiator,?,?
1160,u1160,JUBA,m76,gladiator,?,?
1161,u1161,LUCILLA,m76,gladiator,f,3
1162,u1162,MARCUS AURELIUS,m76,gladiator,?,?
1163,u1163,NARCISSUS,m76,gladiator,M,?
1164,u1164,PROXIMO,m76,gladiator,m,4
1165,u1165,QUINTUS,m76,gladiator,?,?
1166,u1166,SELENE,m76,gladiator,f,?
1167,u1167,THEMIS,m76,gladiator,?,?
1168,u1168,TRIBUUS,m76,gladiator,?,?
1169,u1169,BEN,m77,the graduate,m,2
1170,u1170,BEN'S VOICE,m77,the graduate,?,?
1171,u1171,CLERK,m77,the graduate,?,?
1172,u1172,ELAINE,m77,the graduate,f,3
1173,u1173,MR. BRADDOCK,m77,the graduate,m,4
1174,u1174,MR. MCCLEERY,m77,the graduate,m,10
1175,u1175,MR. MCQUIRE,m77,the graduate,?,?
1176,u1176,MR. ROBINSON,m77,the graduate,m,5
1177,u1177,MRS. BRADDOCK,m77,the graduate,f,6
1178,u1178,MRS. ROBINSON,m77,the graduate,f,1
1179,u1179,MRS. ROBINSON'S VOICE,m77,the graduate,f,?
1180,u1180,MRS. SINGLEMAN,m77,the graduate,?,?
1181,u1181,ROOM CLERK,m77,the graduate,m,7
1182,u1182,WOMAN'S VOICE,m77,the graduate,?,?
1183,u1183,A MAN,m78,grand hotel,?,?
1184,u1184,BARON,m78,grand hotel,m,2
1185,u1185,CHAUFFEUR,m78,grand hotel,m,12
1186,u1186,CLERK,m78,grand hotel,m,1000
1187,u1187,DOCTOR,m78,grand hotel,m,6
1188,u1188,FLAEMMCHEN,m78,grand hotel,f,3
1189,u1189,GERSTENKORN,m78,grand hotel,m,13
1190,u1190,GRUSINSKAYA,m78,grand hotel,f,1
1191,u1191,KRINGELEIN,m78,grand hotel,m,5
1192,u1192,MANAGER,m78,grand hotel,?,?
1193,u1193,MEIERHEIM,m78,grand hotel,?,?
1194,u1194,PIMENOV,m78,grand hotel,?,?
1195,u1195,PREYSING,m78,grand hotel,m,4
1196,u1196,ROHNA,m78,grand hotel,?,?
1197,u1197,SCHWEIMANN,m78,grand hotel,?,?
1198,u1198,SENF,m78,grand hotel,m,7
1199,u1199,SUZETTE,m78,grand hotel,f,11
1200,u1200,WAITZ,m78,grand hotel,?,?
1201,u1201,ZINNOWITZ,m78,grand hotel,m,9
1202,u1202,BOBO,m79,the grifters,m,17
1203,u1203,CLERK,m79,the grifters,?,?
1204,u1204,COLE,m79,the grifters,?,?
1205,u1205,DOCTOR,m79,the grifters,?,?
1206,u1206,HEBBING,m79,the grifters,?,?
1207,u1207,IRV,m79,the grifters,?,?
1208,u1208,JEWELER,m79,the grifters,?,?
1209,u1209,KAGGS,m79,the grifters,?,?
1210,u1210,LILLY,m79,the grifters,f,1
1211,u1211,MANAGER,m79,the grifters,?,?
1212,u1212,MINTZ,m79,the grifters,?,?
1213,u1213,MYRA,m79,the grifters,f,3
1214,u1214,PIERSON,m79,the grifters,m,31
1215,u1215,ROY,m79,the grifters,m,2
1216,u1216,SIMMS,m79,the grifters,?,?
1217,u1217,BLAKE,m80,halloween h20: 20 years later,?,?
1218,u1218,CARTER,m80,halloween h20: 20 years later,?,?
1219,u1219,DEPUTY CLARK,m80,halloween h20: 20 years later,?,?
1220,u1220,EDDIE,m80,halloween h20: 20 years later,?,?
1221,u1221,JIMMY,m80,halloween h20: 20 years later,?,?
1222,u1222,JOHN,m80,halloween h20: 20 years later,m,2
1223,u1223,KERI,m80,halloween h20: 20 years later,f,1
1224,u1224,LINDA,m80,halloween h20: 20 years later,?,?
1225,u1225,MOLLY,m80,halloween h20: 20 years later,?,?
1226,u1226,PAMELA,m80,halloween h20: 20 years later,?,?
1227,u1227,SHANE,m80,halloween h20: 20 years later,?,?
1228,u1228,WILL,m80,halloween h20: 20 years later,m,3
1229,u1229,BETH,m81,halloween: the curse of michael myers,?,?
1230,u1230,DANNY,m81,halloween: the curse of michael myers,?,?
1231,u1231,DEBRA,m81,halloween: the curse of michael myers,?,?
1232,u1232,HARRY SIMMS,m81,halloween: the curse of michael myers,?,?
1233,u1233,JAMIE,m81,halloween: the curse of michael myers,?,?
1234,u1234,JOHN,m81,halloween: the curse of michael myers,?,?
1235,u1235,KARA,m81,halloween: the curse of michael myers,?,?
1236,u1236,LOOMIS,m81,halloween: the curse of michael myers,m,1
1237,u1237,TIM,m81,halloween: the curse of michael myers,?,?
1238,u1238,TOMMY,m81,halloween: the curse of michael myers,?,?
1239,u1239,WYNN,m81,halloween: the curse of michael myers,m,4
1240,u1240,HAROLD,m82,"happy birthday, wanda june",m,1
1241,u1241,LOOSELEAF,m82,"happy birthday, wanda june",m,5
1242,u1242,MILDRED,m82,"happy birthday, wanda june",?,?
1243,u1243,PAUL,m82,"happy birthday, wanda june",m,6
1244,u1244,PENELOPE,m82,"happy birthday, wanda june",f,2
1245,u1245,SHUTTLE,m82,"happy birthday, wanda june",m,4
1246,u1246,VON KONIGSWALD,m82,"happy birthday, wanda june",?,?
1247,u1247,WANDA JUNE,m82,"happy birthday, wanda june",?,?
1248,u1248,WOODLY,m82,"happy birthday, wanda june",M,?
1249,u1249,BEATRICE,m83,hardcore,?,?
1250,u1250,BLACK STUD,m83,hardcore,?,?
1251,u1251,BURROWS,m83,hardcore,?,?
1252,u1252,FELICE,m83,hardcore,f,10
1253,u1253,GIRL AT THE WINDOW,m83,hardcore,?,?
1254,u1254,HOPE,m83,hardcore,?,?
1255,u1255,JAKE,m83,hardcore,m,1
1256,u1256,JISM JIM,m83,hardcore,?,?
1257,u1257,KRISTEN,m83,hardcore,?,?
1258,u1258,MANAGER,m83,hardcore,?,?
1259,u1259,MARSHA,m83,hardcore,?,?
1260,u1260,MARY,m83,hardcore,?,?
1261,u1261,MAST,m83,hardcore,m,2
1262,u1262,NIKI,m83,hardcore,f,3
1263,u1263,RAMADA,m83,hardcore,?,?
1264,u1264,RUCKER,m83,hardcore,?,?
1265,u1265,TELLER,m83,hardcore,?,?
1266,u1266,TOD,m83,hardcore,m,7
1267,u1267,WES,m83,hardcore,?,?
1268,u1268,CANDY,m84,harold and maude,?,?
1269,u1269,COP,m84,harold and maude,?,?
1270,u1270,EDITH,m84,harold and maude,?,?
1271,u1271,GLAUCUS,m84,harold and maude,?,?
1272,u1272,HAROLD,m84,harold and maude,m,2
1273,u1273,MAUDE,m84,harold and maude,f,1
1274,u1274,MRS. CHASEN,m84,harold and maude,?,?
1275,u1275,OFFICER,m84,harold and maude,?,?
1276,u1276,PRIEST,m84,harold and maude,?,?
1277,u1277,PSYCHIATRIST,m84,harold and maude,m,8
1278,u1278,SUNSHINE,m84,harold and maude,?,?
1279,u1279,UNCLE VICTOR,m84,harold and maude,m,5
1280,u1280,FEMALE CENOBITE,m85,hellbound: hellraiser ii,?,?
1281,u1281,FRANK,m85,hellbound: hellraiser ii,?,?
1282,u1282,JULIA,m85,hellbound: hellraiser ii,?,?
1283,u1283,KIRSTY,m85,hellbound: hellraiser ii,f,2
1284,u1284,KYLE,m85,hellbound: hellraiser ii,m,6
1285,u1285,MALAHIDE,m85,hellbound: hellraiser ii,?,?
1286,u1286,PINHEAD,m85,hellbound: hellraiser ii,?,?
1287,u1287,RONSON,m85,hellbound: hellraiser ii,?,?
1288,u1288,TIFFANY,m85,hellbound: hellraiser ii,?,?
1289,u1289,ABE,m86,hellboy,?,?
1290,u1290,ABE'S VOICE,m86,hellboy,?,?
1291,u1291,BROOM,m86,hellboy,?,?
1292,u1292,CLAY,m86,hellboy,?,?
1293,u1293,GRIGORY,m86,hellboy,?,?
1294,u1294,HELLBOY,m86,hellboy,m,1
1295,u1295,LIZ,m86,hellboy,?,?
1296,u1296,LOBBY GUARD,m86,hellboy,?,?
1297,u1297,MANNING,m86,hellboy,?,?
1298,u1298,MATLIN,m86,hellboy,?,?
1299,u1299,MYERS,m86,hellboy,m,4
1300,u1300,WHITMAN,m86,hellboy,?,?
1301,u1301,1ST MAN,m87,hellraiser,?,?
1302,u1302,2ND MAN,m87,hellraiser,?,?
1303,u1303,CENOBITE,m87,hellraiser,m,17
1304,u1304,DOCTOR,m87,hellraiser,?,?
1305,u1305,FRANK,m87,hellraiser,m,4
1306,u1306,JULIA,m87,hellraiser,f,2
1307,u1307,KIRSTY,m87,hellraiser,f,3
1308,u1308,LARRY,m87,hellraiser,m,1
1309,u1309,NURSE,m87,hellraiser,?,?
1310,u1310,PRUDHOE,m87,hellraiser,?,?
1311,u1311,STEVE,m87,hellraiser,m,6
1312,u1312,ALISON'S MOM,m88,high fidelity,?,?
1313,u1313,BARRY,m88,high fidelity,m,4
1314,u1314,CAROLINE,m88,high fidelity,f,13
1315,u1315,CHARLIE,m88,high fidelity,?,?
1316,u1316,CUSTOMER,m88,high fidelity,?,?
1317,u1317,DICK,m88,high fidelity,m,3
1318,u1318,IAN,m88,high fidelity,?,?
1319,u1319,LAURA,m88,high fidelity,f,2
1320,u1320,LIZ,m88,high fidelity,f,7
1321,u1321,MARIE,m88,high fidelity,f,5
1322,u1322,MOM,m88,high fidelity,?,?
1323,u1323,ROB,m88,high fidelity,m,1
1324,u1324,VINCE,m88,high fidelity,?,?
1325,u1325,WOMAN,m88,high fidelity,f,?
1326,u1326,BRENNA,m89,highlander,F,?
1327,u1327,CONOR,m89,highlander,M,?
1328,u1328,DENNIS,m89,highlander,?,?
1329,u1329,DESK OFFICER,m89,highlander,?,?
1330,u1330,DUPONT,m89,highlander,?,?
1331,u1331,EXAMINER,m89,highlander,?,?
1332,u1332,FATHER,m89,highlander,?,?
1333,u1333,GRANDSON,m89,highlander,?,?
1334,u1334,INSPECTOR,m89,highlander,?,?
1335,u1335,INTRUDER,m89,highlander,?,?
1336,u1336,KAHN,m89,highlander,?,?
1337,u1337,KATHERINE,m89,highlander,?,?
1338,u1338,KIDELL,m89,highlander,?,?
1339,u1339,KNIGHT,m89,highlander,?,?
1340,u1340,KNIGHT'S VOICE,m89,highlander,?,?
1341,u1341,LIBRARIAN,m89,highlander,?,?
1342,u1342,MAJOR,m89,highlander,?,?
1343,u1343,MAN,m89,highlander,?,?
1344,u1344,MARA,m89,highlander,?,?
1345,u1345,MORAN,m89,highlander,m,6
1346,u1346,MOTHER,m89,highlander,?,?
1347,u1347,MR. NORTH,m89,highlander,?,?
1348,u1348,MULET,m89,highlander,?,?
1349,u1349,ROMIREZ,m89,highlander,M,?
1350,u1350,SUPERVISOR,m89,highlander,?,?
1351,u1351,TAUPIN,m89,highlander,M,?
1352,u1352,TAVERN MAN #2,m89,highlander,?,?
1353,u1353,TRAVELLER,m89,highlander,?,?
1354,u1354,UNCLE JOE,m89,highlander,?,?
1355,u1355,BENSINGER,m90,his girl friday,?,?
1356,u1356,BRUCE,m90,his girl friday,m,3
1357,u1357,BURNS,m90,his girl friday,m,1
1358,u1358,COOLEY,m90,his girl friday,?,?
1359,u1359,DUFFY,m90,his girl friday,?,?
1360,u1360,EGELHOFFER,m90,his girl friday,?,?
1361,u1361,ENDICOTT,m90,his girl friday,m,7
1362,u1362,GUS,m90,his girl friday,?,?
1363,u1363,HARTMAN,m90,his girl friday,M,?
1364,u1364,HILDY,m90,his girl friday,f,2
1365,u1365,LIEUTENANT,m90,his girl friday,?,?
1366,u1366,LOUIE,m90,his girl friday,?,?
1367,u1367,LOUIS,m90,his girl friday,?,?
1368,u1368,MAYOR,m90,his girl friday,m,8
1369,u1369,MCCUE,m90,his girl friday,?,?
1370,u1370,MOLLIE,m90,his girl friday,?,?
1371,u1371,MRS. BALDWIN,m90,his girl friday,?,?
1372,u1372,MURPHY,m90,his girl friday,m,5
1373,u1373,PINKUS,m90,his girl friday,?,?
1374,u1374,SCHWARTZ,m90,his girl friday,?,?
1375,u1375,WILLIAMS,m90,his girl friday,m,14
1376,u1376,WILSON,m90,his girl friday,?,?
1377,u1377,BILL,m91,hope and glory,?,?
1378,u1378,BRUCE,m91,hope and glory,?,?
1379,u1379,CLIVE,m91,hope and glory,m,4
1380,u1380,DAWN,m91,hope and glory,f,5
1381,u1381,GRACE,m91,hope and glory,f,3
1382,u1382,GRANDFATHER GEORGE,m91,hope and glory,?,?
1383,u1383,GRANDMA,m91,hope and glory,?,?
1384,u1384,MAC,m91,hope and glory,m,6
1385,u1385,MOLLY,m91,hope and glory,?,?
1386,u1386,ROGER,m91,hope and glory,?,?
1387,u1387,SUE,m91,hope and glory,?,?
1388,u1388,BABY,m92,house of 1000 corpses,f,17
1389,u1389,BILL,m92,house of 1000 corpses,m,25
1390,u1390,CAPT. SPAULDING,m92,house of 1000 corpses,?,?
1391,u1391,CASHIER,m92,house of 1000 corpses,?,?
1392,u1392,DENISE,m92,house of 1000 corpses,f,4
1393,u1393,HUSTON,m92,house of 1000 corpses,?,?
1394,u1394,JERRY,m92,house of 1000 corpses,m,11
1395,u1395,MARY,m92,house of 1000 corpses,f,13
1396,u1396,MOTHER,m92,house of 1000 corpses,?,?
1397,u1397,MR. WILLIS,m92,house of 1000 corpses,?,?
1398,u1398,NAISH,m92,house of 1000 corpses,?,?
1399,u1399,OTIS,m92,house of 1000 corpses,?,?
1400,u1400,STUCKY,m92,house of 1000 corpses,?,?
1401,u1401,WYDELL,m92,house of 1000 corpses,?,?
1402,u1402,FATHER,m93,human nature,?,?
1403,u1403,FEMALE ROOMMATE,m93,human nature,?,?
1404,u1404,GABRIELLE,m93,human nature,f,19
1405,u1405,LILA,m93,human nature,f,1
1406,u1406,MOTHER,m93,human nature,?,?
1407,u1407,NATHAN,m93,human nature,m,3
1408,u1408,OLDER WOMAN,m93,human nature,?,?
1409,u1409,PUFF,m93,human nature,m,2
1410,u1410,ROSE,m93,human nature,?,?
1411,u1411,WENDALL,m93,human nature,?,?
1412,u1412,BARTENDER,m94,the hustler,?,?
1413,u1413,BERT,m94,the hustler,m,4
1414,u1414,BIG JOHN,m94,the hustler,?,?
1415,u1415,CHARLIE,m94,the hustler,m,5
1416,u1416,EDDIE,m94,the hustler,m,1
1417,u1417,FATS,m94,the hustler,m,2
1418,u1418,FINDLEY,m94,the hustler,m,6
1419,u1419,PLAYER,m94,the hustler,?,?
1420,u1420,SARAH,m94,the hustler,f,3
1421,u1421,YOUNG MAN,m94,the hustler,?,?
1422,u1422,EMMA,m95,i am legend,f,?
1423,u1423,FRENCH VOICE,m95,i am legend,?,?
1424,u1424,NEVILLE,m95,i am legend,m,1
1425,u1425,OLD MAN,m95,i am legend,?,?
1426,u1426,VIRGINIA,m95,i am legend,?,?
1427,u1427,DAD,m96,invaders from mars,m,?
1428,u1428,DAD'S VOICE,m96,invaders from mars,?,?
1429,u1429,JIMMY,m96,invaders from mars,m,?
1430,u1430,LINDA,m96,invaders from mars,f,?
1431,u1431,MOM,m96,invaders from mars,?,?
1432,u1432,PRINCIPAL,m96,invaders from mars,?,?
1433,u1433,ALICIA,m97,independence day,?,?
1434,u1434,CONSTANCE,m97,independence day,f,8
1435,u1435,DAVID,m97,independence day,m,3
1436,u1436,GENERAL GREY,m97,independence day,m,?
1437,u1437,JASMINE,m97,independence day,f,9
1438,u1438,JIMMY,m97,independence day,?,?
1439,u1439,MARGARET,m97,independence day,?,?
1440,u1440,MARTY,m97,independence day,m,11
1441,u1441,MIGUEL,m97,independence day,?,?
1442,u1442,MOISHE,m97,independence day,?,?
1443,u1443,NIMZIKI,m97,independence day,?,?
1444,u1444,OKUN,m97,independence day,?,?
1445,u1445,OKUN/ALIEN,m97,independence day,?,?
1446,u1446,PHILIP,m97,independence day,?,?
1447,u1447,PRESIDENT,m97,independence day,m,2
1448,u1448,RUSSELL,m97,independence day,?,?
1449,u1449,SECOND OFFICER,m97,independence day,?,?
1450,u1450,STEVE,m97,independence day,m,1
1451,u1451,TROY,m97,independence day,?,?
1452,u1452,BRODY,m98,indiana jones and the last crusade,m,3
1453,u1453,BUTLER,m98,indiana jones and the last crusade,?,?
1454,u1454,DONOVAN,m98,indiana jones and the last crusade,m,6
1455,u1455,ELSA,m98,indiana jones and the last crusade,f,4
1456,u1456,HENRY,m98,indiana jones and the last crusade,m,2
1457,u1457,INDY,m98,indiana jones and the last crusade,m,7
1458,u1458,KAZIM,m98,indiana jones and the last crusade,?,?
1459,u1459,KNIGHT,m98,indiana jones and the last crusade,?,?
1460,u1460,SALLAH,m98,indiana jones and the last crusade,?,?
1461,u1461,CAPT. BLUMBURTT,m99,indiana jones and the temple of doom,?,?
1462,u1462,CHATTAR LAL,m99,indiana jones and the temple of doom,?,?
1463,u1463,INDIANA,m99,indiana jones and the temple of doom,m,1
1464,u1464,LAO,m99,indiana jones and the temple of doom,?,?
1465,u1465,MOLA RAM,m99,indiana jones and the temple of doom,?,?
1466,u1466,SHAMAN,m99,indiana jones and the temple of doom,?,?
1467,u1467,SHORT ROUND,m99,indiana jones and the temple of doom,?,?
1468,u1468,WILLIE,m99,indiana jones and the temple of doom,f,2
1469,u1469,AL,m100,innerspace,m,45
1470,u1470,BURR,m100,innerspace,?,?
1471,u1471,COLIN,m100,innerspace,?,?
1472,u1472,DIETER,m100,innerspace,?,?
1473,u1473,FINNEGAN,m100,innerspace,?,?
1474,u1474,GRUNER,m100,innerspace,?,?
1475,u1475,JOE,m100,innerspace,M,?
1476,u1476,LEADER,m100,innerspace,?,?
1477,u1477,OUTSIDE -,m100,innerspace,?,?
1478,u1478,RECEPTIONIST.,m100,innerspace,?,?
1479,u1479,RENE,m100,innerspace,F,?
1480,u1480,RYUJI,m100,innerspace,?,?
1481,u1481,TECH 2,m100,innerspace,?,?
1482,u1482,TECH 3,m100,innerspace,?,?
1483,u1483,WAITER,m100,innerspace,?,?
1484,u1484,WOMAN,m100,innerspace,?,?
1485,u1485,BARBARA,m101,the insider,?,?
1486,u1486,BILL ROBERTSON'S VOICE,m101,the insider,?,?
1487,u1487,CHARLIE PHILLIPS,m101,the insider,?,?
1488,u1488,DEBBIE DELUCA,m101,the insider,?,?
1489,u1489,DEBORAH,m101,the insider,?,?
1490,u1490,DON HEWITT,m101,the insider,m,5
1491,u1491,ERIC KLUSTER,m101,the insider,?,?
1492,u1492,FBI AGENT #2,m101,the insider,?,?
1493,u1493,FELLING,m101,the insider,?,?
1494,u1494,HELEN CAPERELLI,m101,the insider,?,?
1495,u1495,JIM COOPER,m101,the insider,?,?
1496,u1496,JIM COOPER'S VOICE,m101,the insider,?,?
1497,u1497,LIANE,m101,the insider,f,4
1498,u1498,LIANE'S VOICE,m101,the insider,?,?
1499,u1499,LOWELL,m101,the insider,m,1
1500,u1500,LOWELL'S VOICE,m101,the insider,?,?
1501,u1501,MICHAEL MOORE,m101,the insider,?,?
1502,u1502,MIKE WALLACE,m101,the insider,m,3
1503,u1503,MOTLEY,m101,the insider,?,?
1504,u1504,RICHARD SCRUGGS,m101,the insider,?,?
1505,u1505,SHARON,m101,the insider,f,6
1506,u1506,THE HOTEL MANAGER'S VOICE,m101,the insider,?,?
1507,u1507,THE SHEIKH,m101,the insider,?,?
1508,u1508,THOMAS SANDEFUR,m101,the insider,?,?
1509,u1509,TOBACCO LAWYER,m101,the insider,?,?
1510,u1510,WIGAND,m101,the insider,m,2
1511,u1511,WIGAND'S VOICE,m101,the insider,?,?
1512,u1512,BONNIE,m102,intolerable cruelty,?,?
1513,u1513,DOYLE,m102,intolerable cruelty,m,8
1514,u1514,GANGSTER,m102,intolerable cruelty,?,?
1515,u1515,JOE,m102,intolerable cruelty,?,?
1516,u1516,JUDGE,m102,intolerable cruelty,?,?
1517,u1517,KENNETH,m102,intolerable cruelty,M,?
1518,u1518,LAWYER,m102,intolerable cruelty,?,?
1519,u1519,MARYLIN,m102,intolerable cruelty,f,2
1520,u1520,MILES,m102,intolerable cruelty,m,1
1521,u1521,PATRICIA,m102,intolerable cruelty,?,?
1522,u1522,RAMONA,m102,intolerable cruelty,?,?
1523,u1523,REX,m102,intolerable cruelty,m,5
1524,u1524,RUTH,m102,intolerable cruelty,?,?
1525,u1525,SARAH,m102,intolerable cruelty,f,9
1526,u1526,VOICE,m102,intolerable cruelty,?,?
1527,u1527,WITNESS,m102,intolerable cruelty,?,?
1528,u1528,WOMAN,m102,intolerable cruelty,?,?
1529,u1529,WRIGLEY,m102,intolerable cruelty,m,6
1530,u1530,ANDREWS,m103,it happened one night,f,2
1531,u1531,BOY,m103,it happened one night,?,?
1532,u1532,CAPTAIN,m103,it happened one night,?,?
1533,u1533,DANKER,m103,it happened one night,?,?
1534,u1534,DRIVER,m103,it happened one night,?,?
1535,u1535,ELLIE,m103,it happened one night,f,2
1536,u1536,ELLIE'S VOICE,m103,it happened one night,?,?
1537,u1537,FIRST PILOT,m103,it happened one night,?,?
1538,u1538,FIRST POLICEMAN,m103,it happened one night,?,?
1539,u1539,GORDON,m103,it happened one night,m,9
1540,u1540,GUARD,m103,it happened one night,?,?
1541,u1541,KING,m103,it happened one night,?,?
1542,u1542,LOVINGTON,m103,it happened one night,?,?
1543,u1543,MAN,m103,it happened one night,?,?
1544,u1544,MARY,m103,it happened one night,?,?
1545,u1545,OLD LADY,m103,it happened one night,?,?
1546,u1546,OPERATOR,m103,it happened one night,?,?
1547,u1547,OWNER,m103,it happened one night,?,?
1548,u1548,PETER,m103,it happened one night,m,1
1549,u1549,PETER'S VOICE,m103,it happened one night,?,?
1550,u1550,SECOND PILOT,m103,it happened one night,?,?
1551,u1551,SECRETARY,m103,it happened one night,?,?
1552,u1552,SHAPELEY,m103,it happened one night,m,4
1553,u1553,WESTLEY,m103,it happened one night,?,?
1554,u1554,WIFE,m103,it happened one night,?,?
1555,u1555,AL,m104,jfk,?,?
1556,u1556,ANDREWS,m104,jfk,m,45
1557,u1557,BANISTER,m104,jfk,?,?
1558,u1558,BILL,m104,jfk,m,17
1559,u1559,CORONER,m104,jfk,?,?
1560,u1560,DYMOND,m104,jfk,?,?
1561,u1561,FERRIE,m104,jfk,m,29
1562,u1562,FINCK,m104,jfk,?,?
1563,u1563,FRANK,m104,jfk,?,?
1564,u1564,GARRISON,m104,jfk,?,?
1565,u1565,GOLDBERG,m104,jfk,?,?
1566,u1566,JASPER,m104,jfk,?,?
1567,u1567,JEAN HILL,m104,jfk,?,?
1568,u1568,JIM,m104,jfk,m,8
1569,u1569,JOHNSON,m104,jfk,?,?
1570,u1570,JUDGE HAGGERTY,m104,jfk,?,?
1571,u1571,LAWYER,m104,jfk,?,?
1572,u1572,LIZ,m104,jfk,f,19
1573,u1573,LONG,m104,jfk,?,?
1574,u1574,LOU,m104,jfk,m,9
1575,u1575,MALE VOICE,m104,jfk,?,?
1576,u1576,MAN,m104,jfk,?,?
1577,u1577,MARTIN,m104,jfk,m,16
1578,u1578,MERCER,m104,jfk,?,?
1579,u1579,MILLER,m104,jfk,?,?
1580,u1580,MOBSTER,m104,jfk,?,?
1581,u1581,NUMA,m104,jfk,?,?
1582,u1582,O'KEEFE,m104,jfk,?,?
1583,u1583,OFFICIAL,m104,jfk,?,?
1584,u1584,RUBY,m104,jfk,?,?
1585,u1585,SHAW,m104,jfk,m,42
1586,u1586,SUSIE,m104,jfk,f,24
1587,u1587,VIRGINIA,m104,jfk,?,?
1588,u1588,X,m104,jfk,f,24
1589,u1589,AMY,m105,jackie brown,?,?
1590,u1590,ANITA,m105,jackie brown,?,?
1591,u1591,BEAUMONT,m105,jackie brown,m,8
1592,u1592,DARGUS,m105,jackie brown,m,7
1593,u1593,JACKIE,m105,jackie brown,f,1
1594,u1594,LOUIS,m105,jackie brown,m,6
1595,u1595,MAX,m105,jackie brown,m,3
1596,u1596,MELANIE,m105,jackie brown,f,4
1597,u1597,NICOLET,m105,jackie brown,m,5
1598,u1598,ORDELL,m105,jackie brown,m,2
1599,u1599,PUBLIC DEFENDER,m105,jackie brown,?,?
1600,u1600,SHERONDA,m105,jackie brown,?,?
1601,u1601,WINSTON,m105,jackie brown,?,?
1602,u1602,"""DOCTOR""",m106,jacob's ladder,?,?
1603,u1603,DELLA,m106,jacob's ladder,?,?
1604,u1604,DOORMAN,m106,jacob's ladder,?,?
1605,u1605,DOUG,m106,jacob's ladder,?,?
1606,u1606,ELI,m106,jacob's ladder,?,?
1607,u1607,ELSA,m106,jacob's ladder,?,?
1608,u1608,FRANK,m106,jacob's ladder,m,8
1609,u1609,GABE,m106,jacob's ladder,?,?
1610,u1610,GEARY,m106,jacob's ladder,?,?
1611,u1611,GEORGE,m106,jacob's ladder,?,?
1612,u1612,JACOB,m106,jacob's ladder,m,1
1613,u1613,JERRY,m106,jacob's ladder,?,?
1614,u1614,JEZZIE,m106,jacob's ladder,f,2
1615,u1615,LEADER,m106,jacob's ladder,?,?
1616,u1616,LOUIS,m106,jacob's ladder,m,3
1617,u1617,MICHAEL,m106,jacob's ladder,m,4
1618,u1618,MRS. CARMICHAEL,m106,jacob's ladder,?,?
1619,u1619,NURSE,m106,jacob's ladder,?,?
1620,u1620,PAUL,m106,jacob's ladder,m,5
1621,u1621,RECEPTIONIST,m106,jacob's ladder,?,?
1622,u1622,RESIDENT,m106,jacob's ladder,?,?
1623,u1623,ROD,m106,jacob's ladder,?,?
1624,u1624,SARAH,m106,jacob's ladder,?,?
1625,u1625,STERN,m106,jacob's ladder,?,?
1626,u1626,VOICE,m106,jacob's ladder,?,?
1627,u1627,WOMAN,m106,jacob's ladder,?,?
1628,u1628,AZRAEL,m107,jason x,?,?
1629,u1629,BOEMAN,m107,jason x,?,?
1630,u1630,BRODSKI,m107,jason x,m,5
1631,u1631,DALLAS,m107,jason x,?,?
1632,u1632,DELONGPRE,m107,jason x,?,?
1633,u1633,FAT LOU,m107,jason x,?,?
1634,u1634,JANESSA,m107,jason x,?,?
1635,u1635,KAY-EM 14,m107,jason x,f,2
1636,u1636,KICKER,m107,jason x,?,?
1637,u1637,KKINSA,m107,jason x,?,?
