Year,Movie_Title,New ROI,Genre1_Tag_Female,Genre1_Tag_Male,Genre2_Tag_Female,Genre2_Tag_Male,Genre3_Tag_Female,Genre3_Tag_Male,IMDB_Rating,#_of_Female_Cast,#_of_Male_Cast,#_of_Female_Dialogue,#_of_Male_Dialogue,#_of_Female_Crew,#_of_Male_Crew,Sentiment_Female,Sentiment_Male,Female_Male_Dialogues_Ratio,noun_count_male,noun_count_female,verb_count_male,verb_count_female,adjective_count_male,adjective_count_female,labels
2000,thirteen days,21.52961,0.089595459,0.102060338,0.142582815,0.14160486,0.059671427,0.072861671,7.3,8,6,109,179,6,30,0.005454128,-0.003267598,2,2.318471338,2.175572519,2.127388535,2.328244275,0.624203822,0.519083969,2
1986,top gun,20.74044154,0.111903682,0.104986169,0.095368239,0.091890711,0.101297853,0.106126484,6.5,2,14,127,507,9,29,0.051440157,0.017035503,2,2.051948052,2.164658635,2.179220779,2.626506024,0.498701299,0.518072289,0
1990,total recall,-0.567915675,0.086423959,0.089338084,0.11341673,0.121118538,0.102048896,0.094409452,7.4,4,13,104,365,3,21,-0.031150962,0.007870685,2,2.04743083,2.597222222,2.596837945,2.587962963,0.577075099,0.773148148,0
1990,tremors,22.78870673,0.09663292,0.112822636,0.097115512,0.118258944,0.131468774,0.148910162,7.1,5,5,62,302,6,20,0.077859677,-0.083128477,2,2.060200669,2.076923077,2.076923077,2.569230769,0.581939799,0.692307692,0
1992,twin peaks: fire walk with me,3.020275708,0.095827475,0.091149632,0.137247465,0.134522259,0.13871584,0.141644534,7,11,19,257,338,34,93,0.023261479,0.023970118,2,2.339901478,2.243386243,2.475369458,2.439153439,0.573891626,0.576719577,1
1994,new nightmare,3.415636364,0.173360321,0.19151829,0.158826402,0.186077495,0.138936456,0.160880354,6.3,4,9,162,128,9,28,0.043599383,0.014314844,1,2.380368098,2.212598425,2.417177914,2.322834646,0.693251534,0.488188976,2
1990,wild at heart,-0.5839149,0.141352405,0.127167983,0.168471817,0.14507501,0.081184102,0.071181017,7.2,6,16,365,455,2,12,0.002070137,0.038424176,2,2.593360996,2.31433506,2.522821577,2.405872193,0.601659751,0.597582038,1
1985,agnes of god,0.292155786,0.082443478,0.123447598,0.12917878,0.16905961,0.04842569,0.085819597,6.5,7,3,836,18,7,16,0.013886124,-0.056833333,1,2.181818182,2.277644231,1.818181818,2.396634615,0.227272727,0.552884615,1
1979,alien,0.532657579,0.129010384,0.115057709,0.14469583,0.129579589,0.129664271,0.105670244,8.5,1,6,64,573,3,27,-0.01091875,0.010676963,2,2.331240188,0,2.610675039,0,0.590266876,0,3
1950,all about eve,#DIV/0!,0.114246806,0.12580902,0,0,0,0,8.5,6,6,782,405,5,20,0.101537852,0.100605432,,2.621621622,2.422939068,2.610492846,2.629032258,0.613672496,0.612903226,1
1999,american pie,8.539254636,0.119789667,0.125626864,0.144366419,0.140390187,0,0,6.9,7,12,173,462,22,64,0.173624277,0.067835931,2,2.278455285,2.41958042,2.784552846,2.538461538,0.579268293,0.608391608,0
1997,an american werewolf in paris,-0.954669286,0.165107005,0.171008493,0.134447244,0.149046042,0.083324848,0.087240365,4.9,3,8,100,275,2,10,-0.063185,-0.062236364,2,1.835962145,1.965517241,2.094637224,2.413793103,0.460567823,0.482758621,2
1997,anastasia,20.40754582,0.081182861,0.083774495,0.117663175,0.12287603,0.094035034,0.101469356,6.6,4,6,108,151,23,40,0.005655556,0.071154305,2,2.366336634,2.183544304,2.306930693,2.234177215,0.554455446,0.639240506,2
1977,annie hall,0.207748318,0.125580715,0.136065403,0.101506132,0.1082387,0.14274813,0.146924232,8.3,11,13,440,611,10,34,0.137295,0.08583437,2,2.155532359,2.333333333,2.451983299,2.440860215,0.535490605,0.494623656,3
1998,antz,1.637817887,0.105933713,0.107882538,0.140194946,0.146756995,0.128563655,0.122836431,6.8,4,6,147,173,13,53,-0.004788435,0.099220809,2,1.921348315,2.238095238,2.314606742,2.333333333,0.393258427,0.489177489,2
1979,apocalypse now,8.56285625,0.1283498,0.098228612,0.195835853,0.145171031,0,0,8.6,3,19,44,550,5,44,-0.031636364,-0.019418364,2,2.135435993,2.363636364,2.415584416,2.654545455,0.552875696,0.8,3
1997,as good as it gets,1.86263105,0.105554745,0.107930323,0.096378644,0.100378,0.128196031,0.127655096,7.8,8,7,212,360,10,25,0.040003302,0.090868056,2,2.206008584,2.383480826,2.30472103,2.584070796,0.587982833,0.625368732,0
1995,assassins,1.840012095,0.075546732,0.091384349,0.063985773,0.05923829,0.097719239,0.108521936,6,3,7,219,378,21,50,0.015619178,0.023582275,2,2.155440415,2.321782178,2.481865285,2.301980198,0.575129534,0.51980198,0
2002,a walk to remember,5.28356022,0.093037721,0.088589561,0.116386823,0.114394896,0,0,7.1,3,6,196,320,5,9,0.056593878,0.072968438,2,2.404761905,1.992307692,2.587301587,2.228205128,0.555555556,0.515384615,0
1985,back to the future,-0.39393856,0.106537281,0.115429272,0.123775835,0.124997478,0.090311161,0.117168044,8.4,4,8,43,281,7,33,0.043311628,0.056942705,2,2.322222222,1.518518519,2.407407407,1.888888889,0.533333333,0.351851852,2
1973,badlands,2.747915364,0.091029503,0.109484638,0.070679604,0.084641061,0.090872037,0.101293305,7.9,4,8,107,203,2,11,0.075229907,0.091636453,2,2.071428571,2.443396226,2.183673469,2.698113208,0.530612245,0.650943396,2
1991,barton fink,19.05840853,0.079265161,0.105857927,0.105907755,0.142661862,0.047466308,0.076161309,7.8,3,9,49,461,4,12,0.082708163,0.078167245,2,2.198156682,2.25,2.352534562,2.302631579,0.569124424,0.355263158,0
1992,basic instinct,#DIV/0!,0.141419053,0.132621514,0.134527365,0.125165728,0.080790494,0.072391375,6.9,3,8,192,380,5,15,0.021723438,-0.050875789,,2.470588235,2.673913043,2.642156863,2.684782609,0.730392157,0.652173913,0
1996,basquiat,-0.316229,0.050064146,0.079430183,0.074054987,0.090702851,0,0,6.7,4,19,58,356,5,22,0.08202069,0.080739045,2,2.066176471,2.5,2.299019608,2.333333333,0.544117647,0.666666667,0
1992,batman returns,6.202596408,0.098341269,0.109787588,0.120037695,0.139982563,0.174968672,0.174294948,6.9,1,8,46,212,3,13,-0.004369565,0.039864623,2,2.04,2.5,2.484,2.5,0.532,0.625,2
1995,batman forever,0.016591207,0.106114596,0.106517903,0.143208645,0.131090504,0.193931273,0.170728602,5.4,1,9,65,273,27,72,-0.001372308,0.02011685,2,2.565749235,2.181818182,2.648318043,2.909090909,0.669724771,0.363636364,2
1989,batman,2.5,0.13212397,0.134662128,0.086453987,0.102981019,0.069968316,0.076258259,7.6,2,13,104,214,1,11,-0.012439423,0.053666822,2,2.68707483,2.166666667,2.853741497,2.458333333,0.707482993,0.416666667,2
1996,beavis and butt-head do america,2.36529144,0.088029376,0.113987631,0.107108416,0.119782734,0.114235529,0.133421842,6.6,1,8,16,276,12,32,0.12643125,-0.03997971,2,2.27739726,0,2.479452055,0,0.636986301,0,2
1979,being there,10.7528264,0.110994861,0.085256295,0.111573773,0.094805874,0,0,8,8,20,210,537,0,10,0.204337143,0.223922346,2,2.256737589,2.714285714,2.490780142,3.19047619,0.587234043,0.880952381,3
1999,being john malkovich,-1,0.117183978,0.121120424,0.100570918,0.106614097,0.175506928,0.17568886,7.9,8,11,266,367,4,19,0.109195113,0.123128883,,2.117948718,2.208333333,2.408547009,2.5,0.531623932,0.708333333,1
1998/I,beloved,#DIV/0!,0.092346153,0.091525904,0.136390301,0.134237705,0,0,5.6,5,6,138,165,2,8,0.060295652,0.064354545,,2.594202899,2.324786325,2.304347826,2.551282051,0.623188406,0.61965812,2
2002,blade ii,0.758738154,0.103541196,0.118884956,0.154447458,0.171934012,0.154965042,0.152579338,6.6,1,9,42,167,49,118,-0.104297619,-0.051282036,2,2.162679426,0,2.5215311,0,0.540669856,0,2
1998,blade,#DIV/0!,0.116677985,0.114876644,0.114890215,0.131142277,0.146480482,0.157863676,7,4,5,112,163,25,122,-0.002714286,-0.009362577,,2.101382488,2.120689655,2.350230415,1.810344828,0.668202765,0.568965517,2
2001,blow,1.870556148,0.061761282,0.064677099,0.122853736,0.126003791,0.087409348,0.08860657,7.4,6,16,132,559,11,28,0.079996212,0.089706261,2,2.062913907,2.494252874,2.158940397,2.574712644,0.534768212,0.586206897,3
1966,la battaglia di algeri,1.915189556,0.1134031,0.088530911,0.133031732,0.142734025,0.169920814,0.137317995,8.2,4,12,21,111,18,12,0.090980952,0.04478018,2,1.893939394,0,2.174242424,0,0.598484848,0,2
1993,body of evidence,0.571364075,0.085918345,0.089493492,0.123379474,0.117437559,0.056889035,0.055222977,4.1,6,13,220,516,6,24,0.007808182,-0.005989922,2,2.31911967,3.666666667,2.565337001,4.555555556,0.636863824,0.666666667,3
1996,bound,0.151935,0.119436194,0.112663597,0.082322942,0.088387953,0.052787768,0.061801058,7.5,2,5,360,219,10,5,0.027506667,-0.063511872,1,2.460567823,2.477099237,2.627760252,2.671755725,0.574132492,0.519083969,1
1985,brazil,-0.557546833,0.080754738,0.078189956,0.13436228,0.13318547,0.091452504,0.090404398,8,8,12,129,496,4,26,0.009510078,0.058012298,2,2.035989717,2.652542373,2.254498715,2.834745763,0.503856041,0.601694915,0
1987,broadcast news,0.558070444,0.104433863,0.110138828,0.098958146,0.103483431,0.120135173,0.119629658,7.1,5,11,250,473,10,26,0.0973456,0.086730233,2,2.589569161,2.407801418,2.725623583,2.244680851,0.673469388,0.54964539,0
1959,a bucket of blood,-1,0.099342791,0.105328095,0.134537099,0.127932411,0,0,6.8,3,9,107,357,0,8,0.153740187,0.062771429,,2.450199203,1.774647887,2.613545817,2.004694836,0.633466135,0.436619718,0
1992,buffy the vampire slayer,1.5624702,0.143063434,0.147517026,0.119612346,0.109782664,0.092220306,0.10523975,5.3,7,12,367,288,2,4,0.090656676,0.033439931,1,1.971962617,2.288321168,2.158878505,2.447080292,0.560747664,0.560218978,1
1995,casino,-1,0.049097394,0.060347376,0.100778314,0.121534647,0.079753147,0.089488543,8.1,9,35,330,1200,3,7,0.056869091,0.028041583,,2.253499222,2.139344262,2.437013997,2.676229508,0.531881804,0.606557377,3
2004,catwoman,1.374922286,0.119861197,0.121121508,0.144664125,0.157260393,0.201814229,0.199802775,3.2,2,11,22,331,42,120,0.062071171,0.062406612,2,2.182130584,2.080645161,2.257731959,2.451612903,0.481099656,0.596774194,0
2004,cellular,1.232930288,0.102560004,0.117423257,0.127973675,0.129508498,0.068739144,0.075625078,6.5,4,9,33,680,5,33,0.014079747,0.001455252,2,1.955947137,2.220164609,2.04845815,2.33127572,0.515418502,0.58436214,3
1963,charade,-0.17897621,0.073368957,0.090586755,0.122718449,0.132621423,0.113909226,0.112982432,8,2,13,30,839,6,21,0.104573333,0.028230751,2,2.426229508,2.666666667,2.638173302,1.666666667,0.649882904,0.8,3
2000,cherry falls,1.25690748,0.126330967,0.130656196,0.118691762,0.128858358,0.057382933,0.057658831,4.8,9,14,258,211,4,13,-0.011394574,-0.012222749,1,2.293269231,2.279693487,2.322115385,2.505747126,0.509615385,0.551724138,1
1974,chinatown,2.368647,0.108761543,0.12491097,0.069790226,0.086544771,0.117336616,0.128839363,8.5,8,18,194,669,5,11,0.02974433,0.03064006,2,2.121818182,2.549520767,2.429090909,2.402555911,0.565454545,0.546325879,3
1941,citizen kane,#DIV/0!,0.096093675,0.093816748,0.137236153,0.139171275,0,0,8.6,4,17,340,335,5,30,0.048078824,0.072909851,,2.185714286,2.334177215,2.15,2.574683544,0.528571429,0.587341772,1
1993,cliffhanger,4,0.099784516,0.116595129,0.107906365,0.131284084,0.061277672,0.080524401,6.2,5,8,144,325,7,22,0.048915972,-0.002044308,2,2.411899314,3.21875,2.709382151,3.71875,0.553775744,0.9375,0
1971,a clockwork orange,26.64907404,0.134491613,0.155875991,0.12550847,0.112968328,0.10689589,0.112929131,8.5,7,13,78,366,3,10,0.0197,0.074914208,2,2.394009217,3.7,2.470046083,3.8,0.580645161,1,0
2004,collateral,2.642860157,0.144875266,0.12248918,0.106213957,0.096156137,0.085745571,0.070115012,7.8,4,10,80,498,33,109,-0.0276825,-0.021135341,2,2.214622642,2.24025974,2.481132075,2.38961039,0.533018868,0.590909091,0
1997,conspiracy theory,11.08590909,0.075058494,0.10946919,0.116174328,0.13775259,0.134750218,0.151190755,6.5,0,10,0,516,3,14,-0.008061009,0.005468121,2,2.68957346,2.85106383,2.803317536,2.819148936,0.710900474,0.606382979,0
1997,contact,2.350219862,0.096059563,0.115244771,0.14383992,0.162296386,0.133390328,0.144424044,7.4,3,12,279,263,44,128,0.080580645,0.046676426,1,2.14516129,2.220095694,2.10483871,2.325358852,0.370967742,0.578947368,1
1967,cool hand luke,0.826437787,0.113312914,0.117333002,0.09125486,0.096829456,0,0,8.3,3,9,46,267,1,27,-0.032713043,0.07411985,2,2.353790614,2.194444444,2.599277978,2.138888889,0.657039711,0.638888889,2
1995,copycat,0.901336989,0.157727667,0.154779589,0.141865303,0.14837409,0.073801554,0.080613415,6.5,4,10,351,207,3,18,-0.022749288,0.000950242,1,2.19047619,2.632603406,2.462585034,2.610705596,0.421768707,0.652068127,1
2004/I,crash,4.405924333,0.166271791,0.157181919,0.103562163,0.104961018,0,0,8,2,3,29,115,3,12,0.061620313,-0.05309,2,1.902439024,2.349514563,2.268292683,2.582524272,0.463414634,0.533980583,2
1999,cruel intentions,#DIV/0!,0.096318507,0.100354766,0.129410268,0.128940017,0.060531865,0.067279701,6.7,8,6,435,373,1,9,0.056870115,0.064257641,,2.408163265,2.457746479,2.785714286,2.474647887,0.591836735,0.616901408,1
1998,dark city,-1,0.155225099,0.131098499,0.132061462,0.097339413,0.065030284,0.060140665,7.8,4,8,30,187,16,49,0.053753333,0.036103743,,2.086124402,2.125,2.449760766,3.5,0.511961722,0.5,2
1993,dave,6.228781714,0.108937322,0.092664367,0.1237754,0.099928569,0,0,6.8,2,7,73,430,4,22,0.036982192,0.068319302,2,2.677932406,0,2.642147117,0,0.624254473,0,0
1985,day of the dead,0.007419111,0.154692652,0.157856407,0.100770156,0.119073889,0,0,7,5,9,75,132,1,7,-0.081842667,-0.096406818,2,2.228346457,2.075,2.354330709,2.35,0.606299213,0.5875,2
1989,dead poets society,#DIV/0!,0.085078039,0.102914774,0,0,0,0,7.8,2,13,49,442,1,10,0.118606122,0.05706267,,2.325635104,1.413793103,2.750577367,1.948275862,0.637413395,0.465517241,0
1993,demolition man,8.714285714,0.089592084,0.103662255,0.136918492,0.135247319,0.095287616,0.103230896,6.3,4,8,25,278,25,99,0.091024,-0.016614388,2,2.461538462,1.470588235,2.916083916,1.588235294,0.646853147,0.352941176,2
1988,die hard,13.38171439,0.081006127,0.103676768,0.090458356,0.14766637,0.087040505,0.070982926,8.3,1,10,7,257,10,65,0.110242857,0.012508171,2,2.390151515,0,2.621212121,0,0.659090909,0,2
1975,dog day afternoon,1.79045207,0.137909718,0.126834356,0.104340315,0.095742372,0,0,8.2,7,12,70,556,5,25,0.007757143,0.009626978,2,2.331081081,1.794117647,2.287162162,3.147058824,0.581081081,0.647058824,3
2005,domino,4.027427,0.10530497,0.100854638,0.150406166,0.129291455,0.114007998,0.109792134,5.9,11,6,137,105,10,19,-0.034654745,-0.04796,1,2.84,2.330985915,2.9,2.704225352,0.68,0.591549296,2
1989,do the right thing,24.92547556,0.088458086,0.091272701,0,0,0,0,7.9,3,14,78,438,2,15,-0.004328205,-0.02261621,2,2.284753363,2.242857143,2.455156951,2.628571429,0.522421525,0.485714286,0
1984,dune,-0.54110996,0.114949391,0.110248874,0.115396647,0.130248774,0.122074464,0.118669979,6.5,2,11,48,160,17,29,-0.007777083,0.0472375,2,2.623376623,2.314814815,2.987012987,2.388888889,0.681818182,0.592592593,2
1994,ed wood,4.737760769,0.072225214,0.083411269,0.128593368,0.150598626,0.112997819,0.131304768,8.1,8,14,153,619,13,39,0.090830719,0.065092084,2,2.424,2.503401361,2.5408,2.56462585,0.6448,0.632653061,3
1999,edtv,-0.22685775,0.107162382,0.10736885,0,0,0,0,6.1,9,10,186,441,0,12,0.040827957,0.063889796,2,2.415300546,2.128205128,2.632058288,2.448717949,0.64298725,0.474358974,0
1999,election,-0.672919056,0.092018008,0.109038734,0.074395603,0.09445982,0,0,7.4,7,8,149,229,5,13,0.087518792,0.154137991,2,2.326347305,2.5,2.574850299,2.25,0.607784431,0.75,2
1997,l.a. confidential,-1,0.14727509,0.155352243,0.11263266,0.105903177,0.152112894,0.136618247,8.4,3,18,78,579,19,76,0.083125641,-0.010602418,,2.286149163,0,2.414003044,0,0.537290715,0,3
1998,enemy of the state,#DIV/0!,0.091397832,0.084757646,0.07840119,0.076902588,0.052907079,0.052637269,7.2,7,28,69,809,2,16,0.019527536,0.009348578,,2.365116279,2.222222222,2.459302326,3.444444444,0.574418605,1,3
2000,erin brockovich,2.606198286,0.067211831,0.065007384,0.096563334,0.092855107,0.121467485,0.1223187,7.2,11,11,437,296,33,65,0.022190389,0.04484223,1,2.002985075,2.226130653,2.349253731,2.527638191,0.629850746,0.600502513,1
1971,escape from the planet of the apes,1.784998178,0.125355516,0.139136026,0.043320995,0.054737453,0,0,6.1,3,4,16,34,2,12,0.10978125,0.049861765,2,1.658536585,2,2.43902439,2,0.609756098,0.888888889,2
1996,escape from l.a.,3.928293962,0.08947912,0.108263164,0.122081004,0.115859615,0.082637101,0.094362064,5.3,4,8,41,208,7,26,-0.00517561,-0.028386538,2,2.424369748,2.363636364,2.697478992,1.454545455,0.714285714,0.272727273,2
1997,face/off,3.939562,0.095027274,0.110743428,0.128121898,0.138533214,0.089935339,0.099816201,7.3,5,10,93,254,9,45,-0.001607527,0.021094882,2,2.089337176,0,2.524495677,0,0.564841499,0,2
1966,fantastic voyage,-0.1544527,0.117112638,0.116621566,0.120767154,0.117226634,0,0,6.8,2,8,48,354,3,13,0.116675,-0.003003107,2,2.144736842,2.275510204,2.470394737,2.785714286,0.532894737,0.632653061,0
1996,fargo,2.070951825,0.118916996,0.114172482,0.079153304,0.085010413,0.055798991,0.059050658,8.3,4,21,188,520,5,7,0.079174468,0.062434038,2,2.27833002,2.2,2.628230616,2.27804878,0.580516899,0.6,3
1999,fight club,1.346041056,0.125487481,0.119275766,0.08744004,0.09194012,0.1230491,0.125774312,8.8,7,10,133,646,24,83,-0.004815038,-0.014150464,2,2.11481976,2.866666667,2.316421896,3.033333333,0.536715621,0.533333333,3
2003,final destination 2,7.658853571,0.167884994,0.145119757,0.084084297,0.081176082,0,0,6.4,7,9,151,104,25,63,-0.064953642,-0.074376923,1,1.433333333,2.297777778,2.666666667,2.426666667,0.366666667,0.546666667,2
2000,final destination,0.600853222,0.126647844,0.138932909,0.072404253,0.068106361,0,0,6.8,2,5,44,95,18,54,-0.008618182,-0.07618,2,2.26618705,0,2.438848921,0,0.496402878,0,2
1985,rambo: first blood part ii,2.477938654,0.097781252,0.106036127,0.137165577,0.126990456,0.083621732,0.082082149,5.8,1,8,25,256,4,22,-0.0499,0.004269141,2,2.372294372,2.16,2.54978355,2.4,0.58008658,0.62,2
1970,five easy pieces,1.317491913,0.098927785,0.091139599,0,0,0,0,7.5,6,8,224,284,2,7,0.104770089,0.054404577,2,2.382536383,1.740740741,2.638253638,1.962962963,0.673596674,0.37037037,1
1985,fletch,5.827282545,0.105636026,0.10098899,0.119577333,0.125127312,0.1307072,0.128666758,6.7,7,15,85,634,0,8,0.067722981,0.041418996,2,2.532467532,2.038461538,2.434343434,3.615384615,0.607503608,0.576923077,3
1982,friday the 13th part iii,#DIV/0!,0.120533498,0.132464945,0,0,0,0,5.1,4,5,90,104,1,10,0.020293333,0.017210577,,2.353448276,2.91025641,2.086206897,2.756410256,0.482758621,0.858974359,2
1989,friday the 13th part viii: jason takes manhattan,6.451611,0.120760425,0.134686191,0,0,0,0,3.9,6,5,130,98,1,6,0.054776154,-0.026495918,1,2.12195122,2.457142857,2.674796748,3.076190476,0.593495935,0.714285714,2
1997,gattaca,8.17251675,0.0870529,0.090001028,0.10400992,0.109112647,0.097538034,0.099765216,7.8,3,13,91,289,10,31,-0.085189011,-0.008377509,2,2.396039604,1.896103896,2.673267327,2.077922078,0.587458746,0.402597403,0
2000,get carter,1.8,0.081212401,0.092490284,0.105192702,0.111512717,0.081693225,0.084063899,4.8,7,11,142,328,1,9,-0.007017606,0.045412195,2,2.315789474,2.711538462,2.38277512,3.442307692,0.564593301,0.923076923,0
1992,glengarry glen ross,-0.651867306,0,0.072246733,0,0,0,0,7.9,0,7,0,929,12,28,0,-0.007383638,2,2.146393972,0,2.46393972,0,0.57911733,0,3
2000,gone in sixty seconds,-0.694764261,0.084047815,0.088045749,0.11383582,0.108698302,0.073947304,0.069495964,6,3,13,84,567,9,25,-0.03792619,0.014034921,2,2.261136713,0,2.551459293,0,0.568356375,0,3
1990,goodfellas,-0.14198176,0.136241894,0.127655012,0.091017634,0.097968342,0.062974981,0.073704549,8.8,3,12,65,228,15,52,-0.043973846,-0.058457456,2,2.041198502,2.461538462,2.27340824,3.269230769,0.524344569,1.038461538,2
1997,good will hunting,1.6355811,0.094654906,0.095730539,0,0,0,0,8.1,4,14,125,754,12,53,0.072732,0.048167241,2,2.235119048,2.526570048,2.392857143,2.560386473,0.547619048,0.632850242,3
1997,grosse pointe blank,0.87345576,0.105807975,0.107449164,0.114963946,0.124530734,0.121296164,0.125224373,7.4,6,13,113,322,1,9,0.063323009,0.032740683,2,2.435483871,1.941176471,2.758064516,2.454545455,0.713709677,0.524064171,0
1995,hackers,21.5933435,0.092864897,0.091689632,0.112183158,0.134604265,0.07984694,0.096848203,5.8,2,16,88,332,4,25,0.016625,0.020399096,2,2.08,2.668965517,2.610909091,2.420689655,0.621818182,0.648275862,0
1978,halloween,#DIV/0!,0.146133465,0.139883936,0.073959208,0.072675978,0,0,7.9,6,7,205,114,4,13,-0.014003902,-0.013831579,,2.065789474,2.386831276,2.25,2.530864198,0.565789474,0.711934156,2
1986,hannah and her sisters,-0.6218136,0.119472553,0.116930545,0.10050917,0.105538961,0.137868037,0.136744564,7.9,8,10,655,425,4,8,0.117064122,0.107146118,1,2.432735426,2.488958991,2.605381166,2.697160883,0.567264574,0.626182965,1
2001,hannibal,232.3333333,0.130910127,0.12619279,0.046415378,0.050805763,0,0,6.4,6,16,264,403,16,52,0.053109091,0.080935236,2,2.473584906,1.832116788,2.586792453,2.072992701,0.639622642,0.452554745,1
1989,heathers,5.263131406,0.139984334,0.144635389,0.136822735,0.145861635,0,0,7.3,7,8,263,162,2,9,0.024767681,-0.038169136,1,2.485507246,2.214765101,2.717391304,2.355704698,0.532608696,0.624161074,2
1994,heavenly creatures,3.042439862,0.115662749,0.105929381,0.09798711,0.107168704,0.150790265,0.166323616,7.6,3,1,186,21,1,9,0.030767742,0.193747619,1,3.609756098,2.331325301,2.87804878,2.28313253,0.829268293,0.518072289,2
1992/I,hero,#DIV/0!,0.127524622,0.137693616,0.120773817,0.120829312,0,0,6.3,4,11,116,273,2,5,0.065225,0.026142491,,2.697674419,2.155555556,2.819767442,2.866666667,0.622093023,0.777777778,2
1999,house on haunted hill,-0.390173,0.139616459,0.144749727,0.136062688,0.143869748,0.076503927,0.073252662,5.3,5,6,167,309,0,2,-0.050148503,-0.011334951,2,2.203655352,2.956989247,2.425587467,2.892473118,0.566579634,0.903225806,0
1992,hellraiser iii: hell on earth,-1,0.148399989,0.172936876,0,0,0,0,5.1,4,5,166,77,1,18,0.095333133,0.17014026,,1.867924528,2.01459854,2.41509434,2.452554745,0.613207547,0.489051095,2
1991,hudson hawk,-1,0.10151191,0.108211406,0.149766592,0.14122495,0.133051366,0.137038538,5.4,4,8,103,287,1,11,0.038580583,-0.002080488,,2.35546875,2.052238806,2.390625,2.574626866,0.578125,0.537313433,0
1943,i walked with a zombie,1.5069922,0.148745749,0.176327865,0,0,0,0,7.3,3,6,161,136,2,14,0.081996894,0.001489706,1,2.659090909,2.339920949,2.568181818,2.375494071,0.886363636,0.577075099,2
2002/I,insomnia,-0.735106462,0.124138005,0.123419382,0.090639976,0.092837633,0.139114197,0.130425936,7.3,5,5,81,203,3,17,0.062290123,0.013587192,2,2.461538462,1.90070922,2.629370629,2.056737589,0.671328671,0.503546099,2
1998,i still know what you did last summer,#DIV/0!,0.131310281,0.147608183,0.119934812,0.143884463,0.060617622,0.085086463,4.1,4,8,227,136,21,57,0.06682467,-0.008038971,,1.6625,1.922261484,2,2.272084806,0.45,0.505300353,2
1945,isle of the dead,#DIV/0!,0.123944343,0.127199075,0.164927507,0.173037183,0.169005788,0.172072604,6.6,2,6,80,205,1,6,-0.02110625,-0.055622439,,2.010869565,1.891089109,2.315217391,2.366336634,0.505434783,0.485148515,2
1978,jaws 2,-0.384582892,0.055638449,0.066625408,0,0,0,0,5.6,7,18,150,502,2,21,0.018054,0.003755378,2,2.511035654,2.587301587,2.619694397,2.396825397,0.665534805,0.650793651,0
1983,jaws 3-d,#DIV/0!,0.060181917,0.069746726,0,0,0,0,3.3,4,12,209,338,1,16,0.010655502,0.038579586,,2.265822785,2.411311054,2.702531646,2.36503856,0.493670886,0.511568123,0
1987,jaws: the revenge,8.39420035,0.058414283,0.072033141,0,0,0,0,2.6,5,6,234,396,2,16,0.025223077,0.007736364,2,2.288732394,2.338150289,2.61971831,2.612716763,0.665492958,0.537572254,0
1996,jerry maguire,3.292051463,0.111167479,0.114670997,0.108601025,0.104922729,0.134778014,0.135178909,7.3,6,9,179,394,1,8,0.098752514,0.089327919,2,2.296928328,2.007142857,2.467576792,2.135714286,0.515358362,0.510714286,0
2001,jurassic park iii,1.255696217,0.085753412,0.094427675,0.095789646,0.127319299,0.111345709,0.113510403,5.7,2,4,74,212,24,93,0.167636486,0.057981132,2,2.215827338,1.945578231,2.345323741,2.068027211,0.525179856,0.489795918,2
1993,jurassic park,4.47105184,0.088375358,0.107092466,0.10959179,0.129045761,0.113559603,0.122625267,7.9,3,10,155,384,30,88,0.030770968,0.059570312,2,2.222929936,2.16,2.420382166,2.128888889,0.5,0.475555556,0
2003,freddy vs. jason,2.965385043,0.1526803,0.165725498,0.082715686,0.092365028,0,0,5.8,4,4,178,46,29,125,-0.067717416,0.004345652,1,3.076923077,2.406015038,2.461538462,2.639097744,0.538461538,0.496240602,2
2005,king kong,13.6047619,0.149563906,0.150798489,0.090714629,0.111286932,0.133532644,0.139399002,7.6,2,5,44,99,2,20,0.006075,0.054420202,2,2.461538462,2.294871795,2.830769231,2.346153846,0.861538462,0.679487179,2
1971,klute,2.830294333,0.141712656,0.140395962,0.125039063,0.105077021,0.063141057,0.059052101,7.2,6,7,191,271,3,10,0.060481152,-0.014398893,2,1.960629921,2.343283582,2.307086614,2.558208955,0.433070866,0.585074627,2
1979,kramer vs. kramer,13.88095238,0.092940395,0.096095298,0,0,0,0,7.7,7,10,106,485,9,24,0.054516552,0.060399103,2,2.300970874,2.474860335,2.451456311,2.541899441,0.587378641,0.69273743,0
1989,leviathan,-1,0.090478529,0.117118207,0.097165825,0.133143635,0.093290472,0.131452077,5.3,2,8,55,278,9,21,0.076096364,-0.033465827,,2.42042042,0,2.582582583,0,0.567567568,0,2
1998,"lock, stock and two smoking barrels",12.2825,0.119609108,0.131622771,0.061337142,0.070545731,0,0,8.2,4,19,61,352,3,9,0.137055738,-0.001519886,2,2.196185286,2.760869565,2.337874659,2.326086957,0.547683924,0.434782609,0
1996,lone star,-0.37181544,0.10560422,0.100695877,0.129043948,0.13079471,0.132955144,0.130028348,7.6,13,25,268,616,5,19,0.062966418,-0.002493669,2,2.157618214,2.006389776,2.50262697,2.236421725,0.583187391,0.476038339,3
